fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
646,coche,0.34185194969177246,378,1246,316,1281,342,False,,,,,,
646,coche,0.4069075286388397,393,1008,311,1079,343,False,,,,,,
646,coche,0.9140945076942444,398,1586,332,1813,492,True,0.9552435874938965,1736,420,1796,436,514222.
646,coche,0.45502904057502747,414,1510,313,1573,383,False,,,,,,
646,coche,0.35415709018707275,416,1043,316,1082,342,False,,,,,,
647,coche,0.4158655107021332,163,1457,323,1516,382,False,,,,,,
647,coche,0.5099812150001526,283,1384,324,1435,361,False,,,,,,
647,coche,0.5042697787284851,269,1430,323,1515,381,False,,,,,,
647,coche,0.46948039531707764,288,1387,324,1447,370,False,,,,,,
647,coche,0.3471868634223938,263,1426,324,1472,378,False,,,,,,
647,coche,0.5461727976799011,284,1365,323,1398,357,False,,,,,,
647,coche,0.6408821940422058,309,1138,311,1196,356,False,,,,,,
647,persona,0.7852820158004761,124,761,284,799,386,False,,,,,,
647,persona,0.22082220017910004,134,802,292,832,380,False,,,,,,
647,coche,0.5770376324653625,338,1344,321,1384,352,False,,,,,,
647,coche,0.5088310241699219,349,1304,319,1343,348,False,,,,,,
647,coche,0.3209933936595917,350,1272,318,1299,343,False,,,,,,
647,coche,0.3772578835487366,378,1246,315,1281,342,False,,,,,,
647,coche,0.43752142786979675,393,1009,311,1081,343,False,,,,,,
647,coche,0.9206109642982483,398,1572,332,1800,488,True,0.9330540895462036,1722,418,1780,434,5L66P.
647,coche,0.4937494695186615,414,1508,313,1571,384,False,,,,,,
647,coche,0.3835431933403015,416,1039,316,1079,342,False,,,,,,
648,coche,0.4196837246417999,163,1459,323,1518,382,False,,,,,,
648,coche,0.5157632827758789,283,1384,324,1435,361,False,,,,,,
648,coche,0.5204408764839172,269,1431,323,1516,382,False,,,,,,
648,coche,0.4803308844566345,288,1386,324,1447,370,False,,,,,,
648,coche,0.35813337564468384,263,1426,324,1472,378,False,,,,,,
648,coche,0.5490838885307312,284,1365,323,1398,357,False,,,,,,
648,coche,0.6335229873657227,309,1138,310,1196,356,False,,,,,,
648,persona,0.7595958113670349,124,762,285,801,386,False,,,,,,
648,persona,0.19797943532466888,134,802,292,831,379,False,,,,,,
648,coche,0.5822866559028625,338,1344,321,1384,352,False,,,,,,
648,coche,0.5026016235351562,349,1304,319,1343,348,False,,,,,,
648,coche,0.3172270953655243,350,1272,318,1299,343,False,,,,,,
648,coche,0.365110844373703,378,1246,315,1281,342,False,,,,,,
648,coche,0.47181737422943115,393,1010,311,1082,342,False,,,,,,
648,coche,0.9020073413848877,398,1559,332,1787,484,True,0.9274922609329224,1708,415,1765,431,5T46SP.
648,coche,0.4175727367401123,414,1507,313,1570,384,False,,,,,,
648,coche,0.16982071101665497,416,1044,314,1089,344,False,,,,,,
649,coche,0.41747233271598816,163,1459,322,1518,383,False,,,,,,
649,coche,0.5174347162246704,283,1383,324,1436,361,False,,,,,,
649,coche,0.5109640955924988,269,1431,323,1516,382,False,,,,,,
649,coche,0.4842910170555115,288,1385,324,1446,370,False,,,,,,
649,coche,0.35489383339881897,263,1427,324,1473,378,False,,,,,,
649,coche,0.5658348202705383,284,1364,323,1397,356,False,,,,,,
649,coche,0.678166925907135,309,1136,310,1196,357,False,,,,,,
649,persona,0.7413256764411926,124,763,286,801,385,False,,,,,,
649,persona,0.26252320408821106,134,803,294,831,377,False,,,,,,
649,coche,0.5645509958267212,338,1344,321,1384,352,False,,,,,,
649,coche,0.516205370426178,349,1304,319,1343,348,False,,,,,,
649,coche,0.3070774972438812,350,1270,318,1298,343,False,,,,,,
649,coche,0.345899760723114,378,1247,315,1282,341,False,,,,,,
649,coche,0.4897051453590393,393,1011,311,1082,342,False,,,,,,
649,coche,0.8985590934753418,398,1546,334,1774,482,True,0.9618332982063293,1690,412,1751,429,SPLL 555.
649,coche,0.4418207108974457,414,1508,314,1571,384,False,,,,,,
649,coche,0.165848970413208,416,1041,314,1088,345,False,,,,,,
650,coche,0.40316084027290344,163,1460,322,1519,383,False,,,,,,
650,coche,0.5245062112808228,283,1383,324,1436,362,False,,,,,,
650,coche,0.4355744421482086,269,1431,323,1516,382,False,,,,,,
650,coche,0.48740530014038086,288,1385,324,1446,370,False,,,,,,
650,coche,0.35625505447387695,263,1427,324,1473,378,False,,,,,,
650,coche,0.5608958601951599,284,1364,323,1397,356,False,,,,,,
650,coche,0.6873298287391663,309,1136,309,1196,357,False,,,,,,
650,persona,0.6710591912269592,124,764,286,801,384,False,,,,,,
650,persona,0.2065914124250412,134,803,293,831,376,False,,,,,,
650,coche,0.5550158023834229,338,1344,321,1384,352,False,,,,,,
650,coche,0.5100820660591125,349,1304,319,1343,348,False,,,,,,
650,coche,0.3046403229236603,350,1270,317,1297,342,False,,,,,,
650,coche,0.34457632899284363,378,1247,314,1282,341,False,,,,,,
650,coche,0.45951640605926514,393,1012,312,1083,342,False,,,,,,
650,coche,0.8929311633110046,398,1537,334,1761,477,True,0.9514147639274597,1678,410,1736,427,S7LL6GP.
650,coche,0.3772163987159729,414,1501,314,1566,385,False,,,,,,
650,coche,0.16020725667476654,416,1040,314,1088,346,False,,,,,,
651,coche,0.3780067265033722,163,1462,323,1520,383,False,,,,,,
651,coche,0.513766884803772,283,1383,324,1436,362,False,,,,,,
651,coche,0.4175674319267273,269,1431,324,1515,382,False,,,,,,
651,coche,0.47398674488067627,288,1385,324,1446,370,False,,,,,,
651,coche,0.3456588089466095,263,1427,324,1472,378,False,,,,,,
651,coche,0.5587394833564758,284,1364,323,1397,356,False,,,,,,
651,coche,0.6843639612197876,309,1135,309,1195,357,False,,,,,,
651,persona,0.6774970889091492,124,764,286,801,384,False,,,,,,
651,persona,0.2801077365875244,134,803,292,832,377,False,,,,,,
651,coche,0.5483161807060242,338,1344,321,1384,351,False,,,,,,
651,coche,0.5126292109489441,349,1304,319,1343,348,False,,,,,,
651,coche,0.2907855212688446,350,1270,317,1297,342,False,,,,,,
651,coche,0.32147789001464844,378,1247,314,1282,341,False,,,,,,
651,coche,0.42933401465415955,393,1013,312,1084,342,False,,,,,,
651,coche,0.8891145586967468,398,1528,336,1749,475,True,0.914955735206604,1668,408,1722,423,S744P.
651,coche,0.34392425417900085,414,1495,315,1561,384,False,,,,,,
651,coche,0.4386541545391083,416,1037,314,1082,344,False,,,,,,
652,coche,0.36608079075813293,163,1464,324,1522,384,False,,,,,,
652,coche,0.513680636882782,283,1383,324,1436,362,False,,,,,,
652,coche,0.3675732910633087,269,1431,324,1515,382,False,,,,,,
652,coche,0.45849454402923584,288,1385,324,1445,370,False,,,,,,
652,coche,0.36336156725883484,263,1427,324,1473,378,False,,,,,,
652,coche,0.5407540798187256,284,1366,323,1398,357,False,,,,,,
652,coche,0.6680030822753906,309,1136,309,1195,357,False,,,,,,
652,persona,0.6616838574409485,124,765,287,801,383,False,,,,,,
652,persona,0.4121980667114258,134,802,290,832,379,False,,,,,,
652,coche,0.5394306182861328,338,1343,321,1383,351,False,,,,,,
652,coche,0.5069601535797119,349,1304,319,1343,348,False,,,,,,
652,coche,0.28632065653800964,350,1270,317,1298,342,False,,,,,,
652,coche,0.31931909918785095,378,1247,314,1282,341,False,,,,,,
652,coche,0.41899171471595764,393,1013,311,1085,342,False,,,,,,
652,coche,0.8800956606864929,398,1517,335,1737,472,True,0.9245027899742126,1655,407,1708,420,57465P
652,coche,0.2160099297761917,414,1501,316,1566,384,False,,,,,,
652,coche,0.43438419699668884,416,1039,314,1084,343,False,,,,,,
653,coche,0.32880067825317383,163,1463,325,1521,385,False,,,,,,
653,coche,0.5020227432250977,283,1383,324,1436,362,False,,,,,,
653,coche,0.3500743806362152,269,1432,324,1515,381,False,,,,,,
653,coche,0.47422340512275696,288,1385,324,1445,370,False,,,,,,
653,coche,0.3756832182407379,263,1427,324,1473,378,False,,,,,,
653,coche,0.5491542816162109,284,1365,323,1398,356,False,,,,,,
653,coche,0.6778272986412048,309,1136,309,1195,357,False,,,,,,
653,persona,0.5978270769119263,124,766,285,802,382,False,,,,,,
653,persona,0.3806012272834778,134,802,290,833,380,False,,,,,,
653,coche,0.543679416179657,338,1343,321,1384,351,False,,,,,,
653,coche,0.5077863335609436,349,1304,319,1344,348,False,,,,,,
653,coche,0.2876632511615753,350,1270,317,1297,341,False,,,,,,
653,coche,0.3273095488548279,378,1247,314,1282,340,False,,,,,,
653,coche,0.3918280601501465,393,1014,311,1088,343,False,,,,,,
653,coche,0.8890080451965332,398,1508,335,1725,468,True,0.9504094123840332,1641,405,1696,419,S766 GP.
653,coche,0.1831584870815277,414,1504,316,1566,381,False,,,,,,
653,coche,0.46584826707839966,416,1043,314,1087,343,False,,,,,,
654,coche,0.30879366397857666,163,1465,327,1519,382,False,,,,,,
654,coche,0.5105661153793335,283,1383,324,1435,361,False,,,,,,
654,coche,0.36070123314857483,269,1432,324,1515,382,False,,,,,,
654,coche,0.45927268266677856,288,1385,324,1445,370,False,,,,,,
654,coche,0.39831113815307617,263,1428,324,1474,379,False,,,,,,
654,coche,0.5678008794784546,284,1365,323,1398,356,False,,,,,,
654,coche,0.6783564686775208,309,1135,310,1194,357,False,,,,,,
654,persona,0.5685771107673645,124,767,285,804,381,False,,,,,,
654,persona,0.3875080943107605,134,802,290,833,379,False,,,,,,
654,coche,0.5612843036651611,338,1344,321,1384,351,False,,,,,,
654,coche,0.5118083357810974,349,1304,319,1344,348,False,,,,,,
654,coche,0.2769301235675812,350,1270,317,1298,341,False,,,,,,
654,coche,0.30537721514701843,378,1247,314,1282,340,False,,,,,,
654,coche,0.3827696442604065,393,1015,311,1089,343,False,,,,,,
654,coche,0.8688960075378418,398,1499,334,1715,465,True,0.955655038356781,1630,403,1684,417,S776KSP.
654,coche,0.11409264802932739,414,1492,318,1554,379,False,,,,,,
654,coche,0.46041351556777954,416,1047,315,1091,343,False,,,,,,
655,coche,0.314267098903656,163,1467,328,1518,381,False,,,,,,
655,coche,0.49924612045288086,283,1383,324,1435,361,False,,,,,,
655,coche,0.3625261187553406,269,1433,325,1515,382,False,,,,,,
655,coche,0.44223490357398987,288,1386,324,1445,370,False,,,,,,
655,coche,0.4034614861011505,263,1428,324,1475,379,False,,,,,,
655,coche,0.5631738305091858,284,1366,323,1398,356,False,,,,,,
655,coche,0.6777989864349365,309,1134,309,1194,358,False,,,,,,
655,persona,0.510357677936554,124,769,285,804,379,False,,,,,,
655,persona,0.34813085198402405,134,802,288,833,378,False,,,,,,
655,coche,0.5521355271339417,338,1344,321,1384,351,False,,,,,,
655,coche,0.5181602239608765,349,1304,319,1344,348,False,,,,,,
655,coche,0.2983545958995819,350,1271,317,1298,341,False,,,,,,
655,coche,0.31674519181251526,378,1247,314,1282,340,False,,,,,,
655,coche,0.258762389421463,393,1017,311,1091,343,False,,,,,,
655,coche,0.874765157699585,398,1489,334,1704,463,True,0.9650524854660034,1619,402,1672,415,1S246SP
655,coche,0.10437270253896713,414,1491,320,1549,374,False,,,,,,
655,coche,0.47698694467544556,416,1050,316,1093,343,False,,,,,,
656,coche,0.34229257702827454,163,1464,329,1516,382,False,,,,,,
656,coche,0.4999654293060303,283,1383,324,1434,361,False,,,,,,
656,coche,0.3777448534965515,269,1432,326,1516,384,False,,,,,,
656,coche,0.4208868741989136,288,1386,324,1444,369,False,,,,,,
656,coche,0.37690889835357666,263,1428,324,1475,380,False,,,,,,
656,coche,0.5561999678611755,284,1366,323,1398,356,False,,,,,,
656,coche,0.6483163237571716,309,1133,309,1195,358,False,,,,,,
656,persona,0.5252588391304016,124,770,284,805,377,False,,,,,,
656,persona,0.31888169050216675,134,803,287,833,376,False,,,,,,
656,coche,0.5537412166595459,338,1343,321,1384,351,False,,,,,,
656,coche,0.521356463432312,349,1304,319,1344,348,False,,,,,,
656,coche,0.28954702615737915,350,1271,317,1298,341,False,,,,,,
656,coche,0.3223543167114258,378,1247,314,1282,340,False,,,,,,
656,coche,0.21690355241298676,393,1017,312,1090,342,False,,,,,,
656,coche,0.8805158138275146,398,1483,334,1694,460,True,0.9685741066932678,1608,400,1661,413,5K6KP.
656,coche,0.5348153710365295,416,1052,316,1093,343,False,,,,,,
657,coche,0.28463035821914673,163,1459,328,1512,381,False,,,,,,
657,coche,0.49464771151542664,283,1383,324,1434,361,False,,,,,,
657,coche,0.4195273816585541,269,1431,326,1516,384,False,,,,,,
657,coche,0.3970746099948883,288,1386,324,1444,369,False,,,,,,
657,coche,0.4334317147731781,263,1430,325,1477,381,False,,,,,,
657,coche,0.5664546489715576,284,1366,322,1398,356,False,,,,,,
657,coche,0.6185765862464905,309,1133,309,1194,359,False,,,,,,
657,persona,0.5715377330780029,124,770,285,806,377,False,,,,,,
657,persona,0.4324180781841278,134,803,287,834,378,False,,,,,,
657,coche,0.5569643974304199,338,1343,321,1384,352,False,,,,,,
657,coche,0.5192654132843018,349,1304,319,1344,348,False,,,,,,
657,coche,0.319328635931015,350,1269,317,1297,341,False,,,,,,
657,coche,0.3635745048522949,378,1247,314,1282,340,False,,,,,,
657,coche,0.2381589263677597,393,1015,312,1090,342,False,,,,,,
657,coche,0.8789020776748657,398,1476,333,1687,458,True,0.9415720105171204,1597,399,1649,412,555555.
657,coche,0.4391109049320221,416,1053,316,1094,342,False,,,,,,
658,coche,0.10476905107498169,163,1449,326,1515,393,False,,,,,,
658,coche,0.5035611987113953,283,1383,324,1434,361,False,,,,,,
658,coche,0.3426520824432373,269,1430,325,1514,382,False,,,,,,
658,coche,0.3829710781574249,288,1386,324,1444,369,False,,,,,,
658,coche,0.4843502938747406,263,1430,326,1478,382,False,,,,,,
658,coche,0.5685208439826965,284,1365,322,1398,356,False,,,,,,
658,coche,0.6084327101707458,309,1132,309,1194,359,False,,,,,,
658,persona,0.5922650098800659,124,771,285,806,378,False,,,,,,
658,persona,0.4798802435398102,134,804,287,834,377,False,,,,,,
658,coche,0.564629077911377,338,1343,321,1384,352,False,,,,,,
658,coche,0.5284550189971924,349,1304,319,1344,348,False,,,,,,
658,coche,0.326756089925766,350,1269,317,1297,342,False,,,,,,
658,coche,0.37554049491882324,378,1247,314,1281,341,False,,,,,,
658,coche,0.21197305619716644,393,1015,312,1090,342,False,,,,,,
658,coche,0.8840527534484863,398,1470,332,1678,456,True,0.9579666256904602,1590,398,1640,410,156659.
658,coche,0.43843039870262146,416,1053,316,1095,343,False,,,,,,
659,coche,0.5039491057395935,283,1383,324,1434,361,False,,,,,,
659,coche,0.30626681447029114,269,1430,325,1512,381,False,,,,,,
659,coche,0.39151817560195923,288,1386,324,1444,369,False,,,,,,
659,coche,0.5143635869026184,263,1430,326,1478,382,False,,,,,,
659,coche,0.57817143201828,284,1365,322,1398,356,False,,,,,,
659,coche,0.6610379219055176,309,1131,309,1195,360,False,,,,,,
659,persona,0.5640103220939636,124,772,286,807,378,False,,,,,,
659,persona,0.4743863642215729,134,805,287,836,378,False,,,,,,
659,coche,0.5733709335327148,338,1343,321,1384,352,False,,,,,,
659,coche,0.5201687812805176,349,1304,319,1343,348,False,,,,,,
659,coche,0.32737571001052856,350,1269,317,1298,342,False,,,,,,
659,coche,0.36423763632774353,378,1246,313,1281,341,False,,,,,,
659,coche,0.18777821958065033,393,1014,312,1089,342,False,,,,,,
659,coche,0.8815115094184875,398,1464,331,1668,452,True,0.9523646831512451,1579,396,1629,409,SK66UP.
659,coche,0.44883012771606445,416,1052,316,1094,343,False,,,,,,
659,coche,0.33632680773735046,429,1398,324,1461,375,False,,,,,,
660,coche,0.48648688197135925,283,1383,324,1434,361,False,,,,,,
660,coche,0.48737552762031555,269,1424,326,1505,381,False,,,,,,
660,coche,0.3763171136379242,288,1387,324,1445,369,False,,,,,,
660,coche,0.5737525820732117,284,1365,322,1397,356,False,,,,,,
660,coche,0.7077096104621887,309,1131,309,1195,360,False,,,,,,
660,persona,0.5440148115158081,124,772,286,807,378,False,,,,,,
660,persona,0.4551094174385071,134,805,287,836,378,False,,,,,,
660,coche,0.5686836838722229,338,1344,321,1385,352,False,,,,,,
660,coche,0.5164132714271545,349,1304,319,1343,348,False,,,,,,
660,coche,0.33973178267478943,350,1268,316,1297,342,False,,,,,,
660,coche,0.3652474582195282,378,1246,313,1281,340,False,,,,,,
660,coche,0.2335878312587738,393,1013,312,1092,343,False,,,,,,
660,coche,0.8733350038528442,398,1457,331,1657,450,True,0.9622089862823486,1569,395,1621,407,SK655JP.
660,coche,0.46566128730773926,416,1050,315,1093,343,False,,,,,,
660,coche,0.3505842089653015,429,1402,325,1465,375,False,,,,,,
661,coche,0.5157037377357483,283,1384,324,1436,361,False,,,,,,
661,coche,0.4195620119571686,288,1387,324,1447,370,False,,,,,,
661,coche,0.5635595321655273,284,1365,322,1397,356,False,,,,,,
661,coche,0.7298192381858826,309,1130,310,1194,360,False,,,,,,
661,persona,0.47498631477355957,124,772,286,807,377,False,,,,,,
661,persona,0.32991456985473633,134,806,287,837,377,False,,,,,,
661,coche,0.562271773815155,338,1343,321,1384,351,False,,,,,,
661,coche,0.5303041934967041,349,1304,319,1343,348,False,,,,,,
661,coche,0.3397912383079529,350,1267,316,1297,342,False,,,,,,
661,coche,0.3738037049770355,378,1247,313,1282,340,False,,,,,,
661,coche,0.16955259442329407,393,1019,312,1097,343,False,,,,,,
661,coche,0.888282835483551,398,1450,328,1648,446,True,0.7949555516242981,1565,394,1613,406,15555.
661,coche,0.4507640600204468,416,1049,315,1094,343,False,,,,,,
661,coche,0.37431952357292175,429,1400,325,1462,375,False,,,,,,
661,coche,0.5124755501747131,263,1434,326,1482,380,False,,,,,,
662,coche,0.5338199734687805,283,1385,324,1438,361,False,,,,,,
662,coche,0.44506263732910156,288,1387,324,1447,370,False,,,,,,
662,coche,0.5486052632331848,284,1366,323,1398,356,False,,,,,,
662,coche,0.7346305251121521,309,1130,310,1194,361,False,,,,,,
662,persona,0.3935759663581848,124,773,286,807,376,False,,,,,,
662,persona,0.3049200177192688,134,807,286,838,377,False,,,,,,
662,coche,0.5675583481788635,338,1343,321,1383,351,False,,,,,,
662,coche,0.5271506309509277,349,1304,319,1343,348,False,,,,,,
662,coche,0.3242972493171692,350,1267,316,1297,342,False,,,,,,
662,coche,0.35041072964668274,378,1247,313,1282,340,False,,,,,,
662,coche,0.8425910472869873,398,1449,330,1640,444,True,0.8534963726997375,1558,392,1604,406,151110.
662,coche,0.5833885669708252,416,1048,315,1095,344,False,,,,,,
662,coche,0.2872985303401947,263,1433,326,1479,379,False,,,,,,
663,coche,0.5450561046600342,283,1385,324,1440,362,False,,,,,,
663,coche,0.1678435206413269,288,1389,322,1450,369,False,,,,,,
663,coche,0.5379372835159302,284,1366,323,1398,356,False,,,,,,
663,coche,0.7470256686210632,309,1130,311,1193,361,False,,,,,,
663,persona,0.4779713749885559,124,773,286,808,378,False,,,,,,
663,persona,0.17050766944885254,134,808,287,839,377,False,,,,,,
663,coche,0.5511748194694519,338,1342,321,1382,351,False,,,,,,
663,coche,0.5400834679603577,349,1304,319,1343,348,False,,,,,,
663,coche,0.3090996742248535,350,1267,316,1297,342,False,,,,,,
663,coche,0.37108010053634644,378,1247,314,1282,340,False,,,,,,
663,coche,0.8889424800872803,398,1443,330,1630,440,True,0.8664872050285339,1550,391,1597,403,USX1517.
663,coche,0.6226121783256531,416,1051,315,1098,345,False,,,,,,
663,coche,0.31013891100883484,263,1431,326,1477,378,False,,,,,,
663,coche,0.5000717639923096,429,1396,325,1457,374,False,,,,,,
664,coche,0.5431815981864929,283,1386,324,1441,362,False,,,,,,
664,coche,0.4896453022956848,288,1388,323,1450,371,False,,,,,,
664,coche,0.5477980971336365,284,1365,323,1397,356,False,,,,,,
664,coche,0.7376176118850708,309,1130,311,1194,361,False,,,,,,
664,persona,0.46277353167533875,124,773,285,809,378,False,,,,,,
664,persona,0.21986214816570282,134,808,286,839,377,False,,,,,,
664,coche,0.5631539225578308,338,1343,321,1383,351,False,,,,,,
664,coche,0.5406294465065002,349,1304,319,1343,348,False,,,,,,
664,coche,0.3152892291545868,350,1267,316,1297,342,False,,,,,,
664,coche,0.36380535364151,378,1247,314,1282,340,False,,,,,,
664,coche,0.9206987619400024,398,1439,330,1624,440,True,0.8837794065475464,1543,389,1587,401,158688.
664,coche,0.6175581216812134,416,1052,315,1102,345,False,,,,,,
664,coche,0.3097740113735199,263,1429,326,1474,376,False,,,,,,
665,coche,0.5476405620574951,283,1385,325,1440,362,False,,,,,,
665,coche,0.461052805185318,288,1388,324,1449,370,False,,,,,,
665,coche,0.5466606616973877,284,1365,323,1398,356,False,,,,,,
665,coche,0.736448347568512,309,1131,312,1194,362,False,,,,,,
665,persona,0.47990208864212036,124,773,283,809,378,False,,,,,,
665,persona,0.13076694309711456,134,809,287,839,377,False,,,,,,
665,coche,0.544381320476532,338,1342,321,1382,351,False,,,,,,
665,coche,0.5415753126144409,349,1304,319,1343,348,False,,,,,,
665,coche,0.31056779623031616,350,1268,317,1298,342,False,,,,,,
665,coche,0.3517402112483978,378,1247,314,1282,340,False,,,,,,
665,coche,0.8922672867774963,398,1434,330,1613,437,True,0.9273934960365295,1536,387,1580,399,1111.
665,coche,0.6081759929656982,416,1053,315,1103,345,False,,,,,,
665,coche,0.20437929034233093,263,1435,327,1482,377,False,,,,,,
666,coche,0.5604986548423767,283,1384,325,1439,362,False,,,,,,
666,coche,0.45274457335472107,288,1388,325,1447,369,False,,,,,,
666,coche,0.5409669876098633,284,1365,323,1397,356,False,,,,,,
666,coche,0.7327582836151123,309,1130,311,1194,362,False,,,,,,
666,persona,0.502537727355957,124,775,283,810,376,False,,,,,,
666,persona,0.1151643618941307,134,810,286,840,376,False,,,,,,
666,coche,0.5538545846939087,338,1343,321,1382,351,False,,,,,,
666,coche,0.5452431440353394,349,1304,319,1343,348,False,,,,,,
666,coche,0.3179391324520111,350,1268,316,1298,342,False,,,,,,
666,coche,0.35453715920448303,378,1247,314,1282,340,False,,,,,,
666,coche,0.9072670936584473,398,1426,328,1607,435,True,0.8235337734222412,1529,385,1573,397,123456.
666,coche,0.6075767278671265,416,1054,316,1104,345,False,,,,,,
666,coche,0.22558481991291046,263,1440,327,1490,376,False,,,,,,
667,coche,0.5640149712562561,283,1383,325,1436,361,False,,,,,,
667,coche,0.397470086812973,288,1391,325,1447,365,False,,,,,,
667,coche,0.5582571625709534,284,1365,323,1398,357,False,,,,,,
667,coche,0.7221297025680542,309,1129,311,1193,362,False,,,,,,
667,persona,0.5543469190597534,124,775,283,810,376,False,,,,,,
667,persona,0.21085110306739807,134,810,286,840,377,False,,,,,,
667,coche,0.5611817240715027,338,1343,321,1383,351,False,,,,,,
667,coche,0.5469092726707458,349,1304,319,1343,348,False,,,,,,
667,coche,0.2918242812156677,350,1268,316,1298,342,False,,,,,,
667,coche,0.3186236321926117,378,1247,314,1281,340,False,,,,,,
667,coche,0.8966118097305298,398,1422,327,1600,434,True,0.9112328290939331,1523,384,1564,394,154888.
667,coche,0.5735414624214172,416,1053,315,1104,344,False,,,,,,
668,coche,0.5338382124900818,283,1384,325,1437,360,False,,,,,,
668,coche,0.4061760902404785,288,1393,325,1449,364,False,,,,,,
668,coche,0.555294930934906,284,1364,323,1397,356,False,,,,,,
668,coche,0.7188305854797363,309,1128,312,1193,362,False,,,,,,
668,persona,0.6343523263931274,124,775,283,811,377,False,,,,,,
668,persona,0.3977029621601105,134,810,286,841,378,False,,,,,,
668,coche,0.5754460692405701,338,1344,321,1384,351,False,,,,,,
668,coche,0.5448909997940063,349,1304,319,1343,348,False,,,,,,
668,coche,0.30002206563949585,350,1268,316,1298,342,False,,,,,,
668,coche,0.3188183009624481,378,1247,314,1282,340,False,,,,,,
668,coche,0.8714678287506104,398,1416,326,1593,432,True,0.8188472986221313,1516,382,1557,393,1M9.
668,coche,0.4301382601261139,416,1056,317,1108,345,False,,,,,,
669,coche,0.5417623519897461,283,1384,325,1436,360,False,,,,,,
669,coche,0.1858559101819992,288,1389,322,1448,362,False,,,,,,
669,coche,0.5497196912765503,284,1363,323,1396,356,False,,,,,,
669,coche,0.7203811407089233,309,1127,311,1193,363,False,,,,,,
669,persona,0.6835041046142578,124,776,283,812,378,False,,,,,,
669,persona,0.4455106854438782,134,810,286,841,379,False,,,,,,
669,coche,0.5726891756057739,338,1344,321,1384,351,False,,,,,,
669,coche,0.547969400882721,349,1304,319,1343,348,False,,,,,,
669,coche,0.2967985272407532,350,1268,316,1298,342,False,,,,,,
669,coche,0.320854127407074,378,1247,314,1282,341,False,,,,,,
669,coche,0.893061101436615,398,1416,326,1586,429,True,0.858110785484314,1511,382,1551,393,1111.
669,coche,0.4476505517959595,416,1057,317,1110,346,False,,,,,,
670,coche,0.5380923748016357,283,1384,326,1437,360,False,,,,,,
670,coche,0.16723667085170746,288,1389,321,1448,361,False,,,,,,
670,coche,0.5339390635490417,284,1362,323,1395,356,False,,,,,,
670,coche,0.7355125546455383,309,1126,311,1194,363,False,,,,,,
670,persona,0.5960856676101685,124,777,283,812,378,False,,,,,,
670,persona,0.29415932297706604,134,811,285,842,378,False,,,,,,
670,coche,0.5706349015235901,338,1344,321,1384,351,False,,,,,,
670,coche,0.5337995290756226,349,1304,319,1343,348,False,,,,,,
670,coche,0.2991679906845093,350,1268,316,1298,342,False,,,,,,
670,coche,0.3232855498790741,378,1247,314,1282,340,False,,,,,,
670,coche,0.875856339931488,398,1416,329,1579,427,True,0.9564538598060608,1503,380,1545,390,54321.
670,coche,0.3977023959159851,416,1059,318,1111,345,False,,,,,,
670,coche,0.39565467834472656,269,1415,325,1474,365,False,,,,,,
671,coche,0.44824445247650146,283,1385,326,1437,360,False,,,,,,
671,coche,0.33891230821609497,288,1392,323,1449,360,False,,,,,,
671,coche,0.5367549657821655,284,1362,324,1394,356,False,,,,,,
671,coche,0.7208260297775269,309,1126,310,1194,363,False,,,,,,
671,persona,0.5696725249290466,124,777,282,813,379,False,,,,,,
671,persona,0.25194719433784485,134,811,283,843,378,False,,,,,,
671,coche,0.5724824070930481,338,1344,322,1384,351,False,,,,,,
671,coche,0.5268327593803406,349,1304,319,1343,348,False,,,,,,
671,coche,0.29173657298088074,350,1267,317,1297,342,False,,,,,,
671,coche,0.321212500333786,378,1247,314,1282,340,False,,,,,,
671,coche,0.8491219282150269,398,1409,327,1572,426,True,0.85213303565979,1500,379,1538,389,1433.
671,coche,0.4139777421951294,416,1059,317,1113,345,False,,,,,,
671,coche,0.17021819949150085,269,1406,325,1467,363,False,,,,,,
672,coche,0.42124465107917786,283,1384,326,1437,360,False,,,,,,
672,coche,0.5493631958961487,284,1363,324,1396,356,False,,,,,,
672,coche,0.696526288986206,309,1126,310,1194,363,False,,,,,,
672,persona,0.6159206628799438,124,777,282,813,379,False,,,,,,
672,persona,0.2373814880847931,134,811,282,843,378,False,,,,,,
672,coche,0.5597981810569763,338,1344,322,1383,351,False,,,,,,
672,coche,0.5324156284332275,349,1304,319,1344,348,False,,,,,,
672,coche,0.27668213844299316,350,1267,317,1297,342,False,,,,,,
672,coche,0.31092360615730286,378,1248,314,1282,340,False,,,,,,
672,coche,0.8162357807159424,398,1406,327,1565,424,True,0.9313934445381165,1493,378,1531,388,1111.
672,coche,0.45497584342956543,416,1060,317,1114,345,False,,,,,,
672,coche,0.31500664353370667,269,1398,325,1459,361,False,,,,,,
673,coche,0.3759223520755768,283,1384,326,1437,359,False,,,,,,
673,coche,0.5475302338600159,284,1365,324,1398,356,False,,,,,,
673,coche,0.6583920121192932,309,1126,309,1195,363,False,,,,,,
673,persona,0.6558055281639099,124,778,282,814,380,False,,,,,,
673,persona,0.384774774312973,134,811,283,843,378,False,,,,,,
673,coche,0.5453776717185974,338,1344,322,1383,351,False,,,,,,
673,coche,0.5285227298736572,349,1304,319,1344,348,False,,,,,,
